,title,label
3833, A video where a man accuses the Italian Civil Protection and the government of Regione Piemonte of having distributed protective masks “poisoned” them with zinc pyrithione.,f
2969, Canada is free of COVID-19.,f
131," In France, the state pays 46 billions a year for its army, but only 1 billion for its inhabitants’ health.",f
1619, Prime Minister of Latvia claims that one third of Covid-19 EUR 2 billion recovery budget is planned for unemployment support and other benefits.,f
2445, 80% of COVID-19 patients die due to mechanical ventilators.,f
4052, Russian President Vladimir Putin released 800 lions and tigers across Russia to stop people from leaving home.,f
642, Facebook posts shared hundreds of times claim US President Donald Trump approved a $2.5 million fund for Madagascar to mass-produce a herbal remedy touted by the island’s president as a cure for COVID-19.,f
2324," Former diplomat Henry Kissinger encouraged mandatory vaccination, in order to facilitate radical sanitary measures such as forced sterilization or genetic modification.",f
79," Amid the coronavirus crisis, Italy’s streets are now filled with discarded printed cash as seen in photos circulating on social media.",f
379, You can kill the coronavirus by drinking hot drinks.,f
2941, President Trump urged people to ingest or inject disinfectants as a treatment for coronavirus.,f
3399, 59 people die as a pastor gave them Dettol disinfectant to drink to prevent coronavirus.,f
2794, Ecuadorean youtuber Raùl Alvarez Guene supposedly infected with COVID-19.,f
1527," Singer Mohamed Abdo has been infected with the novel coronavirus, and isolates himself in a hotel in Jeddah.",f
1485, People have thrown currency notes on road to spread the COVID-19 infection.,f
2840," The Minister of Defense of Japan posted a tweet to thank Taiwan for donating 500,000 face masks.",f
3159," A post shared repeatedly on WhatsApp and Facebook claims a Chinese doctor has discovered that drinking tea is effective in curing and relieving symptoms of the novel coronavirus, COVID-19.",f
1599,"Is the ‘Umbrella Corporation’ Logo Oddly Similar to a Wuhan Biotech Lab’s?
Some concern arose over apparent connections between the video game ""Resident Evil"" and a new coronavirus outbreak.




							False",f
4049," A video has been viewed tens of thousands of times in multiple posts on Facebook, Twitter and Instagram alongside a claim it shows UK Prime Minister Boris Johnson offering cups of tea to journalists after recovering from an illness. The posts were shared shortly after Johnson returned to work following hospital treatment for COVID-19.",f
1275, Madagascar is leaving World Health organisation and encourages other countries to do so.,f
4009, Video of COVID-19 infected woman from East Manipur.,f
4234," The governor of the state of São Paulo, João Doria, transferred a helicopter used for health case to use it for his personal transport.",f
499, The Government of Andhra Pradesh has made Kanipakam temple a quarantine center for coronavirus suspects.,f
4082, Video shows an orangutan who started washing its hands after watching the zookeepers do so during the coronavirus pandemic.,f
3750, The following statement: “There are prisoners infected with the coronavirus; the state is hiding this fact.”,f
1421," A video shows a naked man vandalizing a “mosque”, linking him with coronavirus pandemic in India.",f
761, This is a video of panicked shoppers storming a supermarket amid the coronavirus pandemic.,f
1867, A case of coronavirus in the Argentine province of Santiago del Estero was confirmed.,f
3548,"Did Chinese Doctors Confirm African People Are Genetically Resistant to Coronavirus?
Misinformation about the coronavirus outbreak seems to have traveled farther than the virus itself.




							False",f
3415," People who arrived at Tirur, Kerala (India) from Mumbai in train, escaped from the sight of the authorities to avoid quarantine.",f
1983, Inhalation of steam from hot water kills COVID-19,f
3296, Bolivian Government Minister Arturo Murillo in a conference asked women to get their uterus ready because the crisis of COVID-19 comes soon.,f
2189, A voice note says that the government will apply a total lockdown for two months.,f
3913, China is seeking court’s approval to kill all who tested positive with coronavirus.,f
1807," Videos showed an Italian boy whose mother just died of COVID-19 was shouting to the sky, asking for his late mother.",f
1776, Madagascar was COVID-19 free on April 28 after registering 100% recovery for all confirmed cases.,f
690, A man in Italy killed himself after he lost his family to the coronavirus.,f
3349, A senior police inspector is infected with COVID-19 in Bhagalpur Central Jail in India.,f
4114, Madrid enables 915038030 to request prescription drugs.,f
3843," In the midst of the coronavirus health crisis, a wealthy terminally ill heiress offers by email to donate her fortune to the recipient.",f
1828," No coronavirus in Nigeria yet, according to pastor.",f
220, The WHO Coordination Committee expects Syria to be declared a country safe from the spread of COVID-19 within three weeks.,f
3484," Coronavirus was made in a lab, with pre existing patents for a vaccine. The Bill and Melinda Gates foundation is involved in spreading the coronavirus.",f
2485," Video showing policemen picking banknotes with sticks, linking it with coronavirus.",f
1978, Claim that coronavirus is a false pandemic.,f
1144," In a video, the Ooni of Ife, a Nigerian traditional healer, says that plant products and sulphur can be used to treat COVID-19, and a vaccine for the disease can be extracted from the substances too.",f
1032," A video has been viewed tens of thousands of times in multiple posts on Facebook, Weibo and Twitter that claim it shows people who committed suicide in the U.S. after contracting COVID-19.",f
243," Kerala, India, minister K.T Jaleel still draws his salary as teacher even after quitting his job 14 years ago.",f
2691," Bollywoof actor Aamir Khan has anonymously donated Rs 15,000 to people living in a slum.",f
3845, Posts shared on Facebook and WhatsApp claim a South African hospital found that traces of the novel coronavirus had survived on the surface of fresh food items for 12 hours during lab tests.,f
431, Scientists develop a vaccine that cures COVID-19 in three days.,f
546, People in Jama Masjid market breaking Indian COVID-19 lockdown due to Eid.,f
2633," Facebook posts questioning the existence of the coronavirus, as no supermarket employee has been infected in the world.",f
4228," Video of a woman being pushed by a police officer and told to go to her house. On the subtitles, it is said that this happened because she disrespected lockdown measures in Bahia, Brazil.",f
4138, French writer of the 17th century Madame de Sévigné wrote a letter to her daughter that echoes the situation we live in at the moment.,f
2543, A photo of a man and woman embracing has been shared on Facebook and Twitter alongside a claim that it shows two Italian doctors who died from COVID-19 after contracting the disease from the patients they treated.,f
2316, Italian Red Cross gives the recipe for making amuchina (hand sanitizer) at home.,f
1792, A photo has been shared hundreds of times on Facebook alongside a claim it shows coffins of coronavirus victims in Italy.,f
2830," Dr.Charles Lieber, chair of Harvard University’s Chemistry and Chemical Biology Department was arrested for manufacturing and selling the coronavirus to China.",f
3116," The COVID-19 epidemic is almost finished in the Netherlands. The government did not close a single shop. Tweeted initially by a former Bolsonaro minister, Osmar Terra, on 3/31/20.",f
686, The Success of an Egyptian serum in treating coronavirus.,f
3005, Cured COVID-19 patient died during the celebrations of his release from the quarantine hospital.,f
3345," Number of deaths by COVID-19 fell in the state capital of Amazonas, Manaus, after the visit of the Minister of Health.",f
4055, Claim that Indian Prime minister Modi said one crore (10 million) COVID-19 positive patients have been treated for free.,f
731," In North Carolina, “you can be charged with a class H felony for wearing a mask and concealed carrying.”",f
2449, A video showing people in hospital beds on a street has been viewed thousands of times on Facebook alongside a claim it shows coronavirus patients who were moved outside a hospital in Pakistan because of an overflow of patients.,f
2204, Here are the measures that Mercadona will implement due to the coronavirus crisis.,f
2551, Scientists claim the Wuhan coronavirus is an HIV-1 engineered “super weapon.”,f
3870, This virus must be old because the label on a bottle of disinfectant from 2015 shows “coronavirus“.,f
2230, There is a person with coronavirus in Huelva on 2/4/20.,f
1825, A letter supposedly written by Bill Gates where he says that the coronavirus is the corrector of humanity.,f
634, Multiple posts shared with pictures of an aircraft delivering supplies claim to show the delivery of coronavirus vaccines from China to a Nigerian airport.,f
285," Academia Sinica, Taiwan research institute, developed antibodies for rapid testing as a China representative of the WHO took the credit.",f
1945, Infected taxi driver demands money from his government or he’ll infect others.,f
3924, COVID-19 cases are “up only because of our big number testing” in the United States.,f
1561, The WHO recommended that all countries go into quarantine to combat COVID-19.,f
2784," A video showing law enforcement officers beating civilians is being shared on Facebook and WhatsApp in Nigeria, with claims that it shows Nigerian soldiers beating citizens while enforcing the COVID-19 lockdown in the country.",f
1259, A graphic purporting to detail health risks due to 5G-induced radiation has been published on various websites and shared hundreds of times on Facebook and Twitter. The image was shared as other hoaxes circulated claiming that COVID-19 is linked to the global rollout of 5G networks.,f
148,"Is This a Sand-Covered Highway to Dubai During the COVID-19 Pandemic?
It's definitely difficult to photograph a place that doesn't exist. 




							False",f
2455," An image of a person sitting near Islam’s holiest shrine, the Kaaba in Saudi Arabia, has been shared repeatedly in multiple posts on Facebook, Instagram, Twitter and on online blogs. It was shared alongside a claim it shows a lone cleaner who was the only person permitted to sit around the Kaaba during the coronavirus lockdown.",f
3507, A product called Air Doctor can protect you from COVID-19 while you are wearing it.,f
3244," In Ukraine, utility bills are deferred for two months due to the quarantine.",f
2843, Claim that Indian prime minister Modi said one crore (ten million) COVID-19 infected patients have been treated for free.,f
3042, 5 pictures of Brazilian well known politicians with a Chinese man. The caption says that the man was part of the gang that was arrested in São Paulo for stealing COVID-19 testing equipments and masks.,f
418, Japanese Nobel laureate Tasuku Honjo announced that coronavirus is man-made.,f
3582, The Italian Ministry of Interior ruled with a public statement that police will check all people as they exit from their houses.,f
3635, There is a relationship between COVID-19 and the 5G network.,f
3343," Dr. Abdul Rahman Al-Youbi, Director of King Abdulaziz University in Saudi Arabia, shares the news of a new vaccine for Covid-19 created by Saudi doctors.",f
84, Photo of a family which committed suicide due to hunger during the lockdown.,f
3887, Cuban researchers have developed a cure against COVID-19.,f
806,"Will Eating Bananas Prevent Coronavirus Infection?
Bananas are a good source of various nutrients, but eating them doesn't offer solid protection against COVID-19.




							False",f
871, Cuba has developed a vaccine against coronavirus.,f
4089, The mayor of Curitiba in Brazil did not order the closure of shops and the city did not register any deaths by COVID-19.,f
3687, Egyptian doctor Habiba Abdel Ghani died of Covid-19.,f
3520, Price of hydroxychloroquine-based medicine “Plaquenil” in France was multiplied by four.,f
1817," President of the Chambers of Deputies of Brazil, Rodrigo Maia, ruled out a state of emergency bill in Februrary 2019.",f
2899," A ship from China is anchored in Santa Marta, in Colombia.",f
3967, Niño Jesús Hospital is now “clean” of coronavirus to take care of children and young people in Madrid.,f
1982, Romanian president Klaus Iohannis says a school reopened in France for an experiment and it failed. Many pupils were positive.,f
3556," According to the headlines of an article shared as a screenshot, the first volunteer in the United Kingdom’s COVID-19 vaccine trial has died, two days after getting the injection.",f
3882, Alfalfa is the only cure for COVID-19.,f
802, Christine Lagarde says the elderly are living too long.,f
1927, Multiple allegations around how coronavirus was produced by China.,f
3693, A video shows body bags piled up in a Spanish hospital .,f
1995, Study indicates that black tea and Pu’er tea can prevent coronavirus,f
2509, COVID-19 was created in a lab to be used as a biological weapon.,f
3926," Amid COVID-19 pandemic, MP government ordered houses locked from April 1, 2020.",f
4014, The Egyptian actor SAAD ELsaeer has COVID-19 and this is his photo from the hospital.,f
2978, Spain’s Health Secretary advises against selling products from China.,f
1816, There were “only 48” PCR tests in Tokyo on May 19th.,f
576, Novel coronavirus can be transmitted by packages and/or imported goods shipped from China to Korea.,f
861, Drinking alcohol and smoking helps preventing the new coronavirus from infecting the organism.,f
4178, A video by influencer Miranda Makaroff who says that the brain can control the immune system and heal us.,f
3362, A famous Brazilian doctor was defending the approach of “vertical social distancing.”,f
2709, Did Donald Trump attempt to steal a COVID-19 vaccine from a German company and refuse testing kits from WHO?,f
3894, 5G Technology believed to have caused the coronavirus.,f
747, A person died of hematemesis in Beitou. He was then diagnosed with 2019n-Cov. Wear a mask in Taipei.,f
3542, Ministry of Health blocked the respirators that Seat was producing in Spain.,f
1094," Prominant National news channel (Zee News) newscard stating Lockdown will be extended again from June 15th, 2020.",f
412, Former French health minister prevented the use of chloroquine to heal dying people of COVID-19 to harm infectologist Didier Raoult.,f
839, Claim that the Polish government is planning to cut on family benefits due to coronavirus.,f
81, New vaccine can help cure coronavirus in three hours.,f
3799, Italian air force’s air show to motivate the public under quarantine.,f
3825," This video shows a seafood market in Wuhan, China.",f
196, A Muslim police officer is beating up a temple priest for breaking lockdown orders in India.,f
19, WhatsApp messages that claim that the Washington Post has confirmed that the origin of SARS-CoV-2 is due to a security breach in a laboratory in Wuhan.,f
1880, Photograph proving that there’s no more room in Italian hospitals.,f
1181," Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money.",f
1560," In the United States, there are “360,000 (deaths) a year from swimming pools. But we don’t shut the country down for that.”",f
2624, Ruth Mari Calderon from the Academy John Maxwell in Bolivia shares information on the unknown cures for COVID-19.,f
1191, The situation in Tokyo remains critical with utilization rate of hospital beds as of May 11th at 91%.,f
1156, Post says no one has died from the coronavirus in the United States.,f
4045, President Trump sent out a tweet that included the phrase “Oldies will have to die” in connection with lifting coronavirus restrictions.,f
2152, Chloroquine was forbidden by a French government decree in January.,f
2729, Chinese converting to Islam after realizing that no Muslim was affected by COVD19 in the country.,f
4212," Harry Kissinger quoted as saying “Once the herd accepts mandatory forcible vaccination, it’s game over”.",f
3033, It is not pneumonia but thrombosis that kills. From today patients with coronavirus are given heparin.,f
3161," A doctor at the SGRH hospital in New Delhi, India prescribed hydroxychloroquine tablet to prevent COVID-19 infection.",f
1508, WHO says coronavirus transmission Is no longer happening just through droplets but also in the air.,f
2502," Facebook posts shared thousands of times feature a video of U.S. officials talking to reporters, with captions claiming they are announcing the arrest of a Chinese scientist.",f
167, Image of peacocks gathered at Ooty-Coimbatore road in India amid Nationwide Lockdown.,f
1675," Muslims are throwing currency notes on roads to spread coronavirus in Indore, a city in India.",f
3929," The US $1,200 coronavirus relief checks this year are “just an advance on your next tax return. … Next year, you’re automatically going to owe $1,200 come tax season.”",f
4074, Israel allegedly developed a COVID-19 vaccine.,f
3071, Every Indian citizen to get Rs.5000 as COVID-19 relief by clicking on this link given in the viral Whatsapp message.,f
2310, A photo of hundreds of people praying together has been shared hundreds of times on Facebook and Twitter alongside a claim that it shows Muslims in south India flouting the nation’s COVID-19 lockdown to offer night-time prayers.,f
2391," A hot environment, ginger, and ginger can prevent a COVID-19 infection.",f
1339, Russia already has a vaccine to fight COVID-19.,f
1787, Policemen in China chase COVID-19 in a subway station.,f
2517, Ecuadorean doctor saves lifes during the Wuhan crisis.,f
3999, Mosques allowed to stay open in the US during the coronavirus epidemic while churches are forced to close.,f
1278, Image of Indian Muslims praying on rooftops despite complete lockdowns.,f
2314, Video showing a overcrowded Sharmik trains operated by the government of India for the travel of stranded migrant labourers during the current lockdown.,f
4204, Videos showing American students singing the Indian national anthem to thank India for supplying hydroxychloroquine.,f
3191, The video shows the bodies of deceased COVID-19 victims washing ashore after some countries dumped them in the sea.,f
2510, Ghana’s National Service Secretariat to withhold payments to personnel until COVID-19 is over.,f
3422, A photo claimed that a Lithuanian town of Mazeikiai is being cut off from the rest of the country due to outbreak of COVID-19.,f
595, Staff of two Mumbai hotels have COVID-positive cases.,f
1778," 3,500 Italians potentially infected with the novel coronavirus arrived in Brazil in a cruise ship",f
497, “The CDC can detain anyone with a fever indefinitely. Vaccination (is) a way people could get out of detention.”,f
1765, Poison spray for coronavirus from Malaysia and Singapore by air.,f
945, A hoax claim has been shared hundreds of times on Facebook and Twitter that certain viral outbreaks in the last 100 years aligned with the introduction of new telecommunications technologies. The posts suggest that the ongoing COVID-19 pandemic is linked to the rollout of 5G mobile phone technology.,f
1997, Chlorine dioxyde is the cure for COVID-19.,f
1391, Madagascar president announced that WHO tried to bribe him to poison his miracelous treatment for COVID-19.,f
2790," The coronavirus has already existed, even in domestic animals, and there is a vaccine to fight it.",f
663, The Canadian Department of Health issues an emergency notification asking people to drink warm water.,f
173," The coronavirus Aid, Relief, and Economic Security Act gives members of Congress a pay increase.",f
1742, A photo has been shared thousands of times in multiple Facebook posts alongside a claim it shows bodies of those killed by COVID-19.,f
1658, Nigerians are “burning Chinese stores.”.,f
1323, The coronavirus ‘has been defeated with anti-inflammatories and anticoagulants’.,f
2171, The new coronavirus dies at a temperature of about 26-27 degrees Celsius.,f
3897, The Italian government is prohibiting Christian masses while it allows prayers in Islamic Mosques.,f
2772, An image shows a Spanish scientist asking Cristiano Ronaldo and Messi to find the cure for COVID-19.,f
1263, Pope Francis ran away at a public meeting due to coronavirus fear.,f
1590, A Pentagon study found that people who get the flu vaccine are 36% more likely to get COVID-19.,f
2988, An image of a train with the inscription “COVID-19”.,f
3480, A bowl of freshly boiled garlic water can cure the novel coronavirus (2019-nCoV),f
974, This picture shows a list of advices given by WHO to prevent and cure COVID-19,f
3776, Bollywood actor Aamir Khan is helping the needy during the COVID-19 crisis by sending flour bags with cash in them.,f
3531, Volcanic ash can kill the coronavirus.,f
329, Drinking water every 15 minutes helps to avoid the contagion of cononavirus.,f
3544," According to the documents leaked out from Bill Gates foundation, Chinese scientist, Mrs. Shih Zhengli is responsible for releasing the COVID-19 by placing a piece of polluted day ice near the Wuhan seafood market.",f
3807, The nurses that Boris Johnson claimed saved his life are not registered in the UK.,f
2405," The army is patrolling all the streets, towns and villages in Ireland.",f
4006, Coronavirus will be cured within 2 hours by drinking bitter gourd juice.,f
2635, Whether 60 Democrats voted against coronavirus stimulus bill.,f
1376,"Are the Unvaccinated Being Forcibly Rounded up in Oklahoma?
An outdated conspiracy video about FEMA camps and vaccines gained new life amid 2020 pandemic worries.




							False",f
3995, Kalonji seeds (Nigella Seeds) contain hydroxychloroquine and can help cure COVID-19.,f
3789, The poem ‘And the people stayed at home’ is over a century old and was inspired by the Spanish flu pandemic.,f
1504," João Doria, governor of São Paulo, forbade doctors to give chloroquine to COVID-19 patients.",f
804, An SMS service offers a COVID-19 self-assessment.,f
2008, You can get coronavirus from makeup and creams.,f
4011, Evacuation of Yemeni students by the Sultan of Oman in China.,f
2140," A memo from the St. Luke’s Hospital of Kansas says drinking alcohol lowers the risk of getting infected with COVID-19. Vodka is most recommended for drinking, cleaning and sanitizing.",f
777, Whatsapp audio ensures there will be a 24-hour curfew for 5 days in Ecuador.,f
3923, People with type A blood are more prone to get the new coronavirus.,f
2983," “This is COVID-19, not COVID-1, folks. And so you would think the people charged with the World Health Organization facts and figures would be on top of that.”",f
1043, The coronavirus is an amplified bacteria related to 5g.,f
3179, Nobel Laureate Dr. Honjo has claimed COVID-19 virus to be man made in Wuhan Laboratory.,f
688, The COVID-19 virus cannot spread in areas sprayed with eucalyptus oil vapor.,f
3020, Tanks are coming into U.S. towns in advance for martial law,f
3853, Supermarkets in Germany will only open two days a week. A screenshot shows a report from the media outlet Focus.,f
1245, A post says “hair weave and lace fronts manufactured in China may contain the coronavirus.”,f
224, Drink water every 15 minutes to avoid coronavirus.,f
753, These at-home coronavirus testing kits are real.,f
2317," The Algerian President, Abdel Majid Taboun, awarded the National Order of Merit to the family of the martyr doctor Wafaa Boudissa, and her name was given to a hospital in the country.",f
3879," Brazil’s president, Jair Bolsonaro, turned a clothing pole in Pernambuco, Brazil’s northwest state, in the biggest producer of masks, gloves and surgical gown during COVID-19 pandemic.",f
1186, Top White House coronavirus adviser Dr. Anthony Fauci served on the Clinton Foundation’s board of directors for 20 years.,f
3333," The mayor of Buga, Valle del Cauca, said: “I invite the people of Buga to keep calm and to live each day as if it was the last.”",f
1148, Korean business wants to relocate from Myanmar to Bangladesh because of the COVID-19 pandemic.,f
3431, China granted the test kits to Turkey in return to Mustafa Kemal’s cholera vaccine aid to China in 1940.,f
2942, 18 Italian people are illegally entering the Ivory Coast to flee the coronavirus.,f
1711," Video shows Muslim prayers in the White House, in Washington DC, due to the outbreak.",f
3150, Videos showing police detaining COVID-19 patients in India.,f
282,"Did Costco Issue a Recall Notice for Toilet Paper?
Even if COVID-19 hasn't infected the entire population, a mania for buying bathroom tissue apparently has. 




							False",f
3637," “A few hours ago, China officially announced the success of the Cuban serum that Dr. Hala, Cuba’s Minister of Health, presented to the Chinese Ministry of Health to treat the coronavirus , which turned out to be 100% effective in more than seven cases that have been cured”",f
1628, Insurance companies in Spain cease to cover traffic accidents due to coronavirus.,f
1404, Coronavirus hits a 15% fatality rate.,f
3728, Photos show a Chinese man eating “human baby soup” have circulated on social networking platforms. He is seen sitting at a table with a stillborn baby served in front of him.,f
383, Image of seven month pregnant lady doctor from Sri Lanka in the battle against COVID-19.,f
1056," New coronavirus information: “15% fatality rate, 83% infection rate” and “the worst in human history”.",f
512, A doctor named Leslie Chow discovered the coronavirus and died after contact with coronavirus patients.,f
646, Gargling with baking soda and hot water kills the coronavirus.,f
403, A viral WhatsApp message suggests that lemongrass tea kills COVID-19.,f
3653, People are handing out masks “doused with chemicals which knocks you out cold” so they can rob you.,f
2666," More than 100 Nurses in Jhalawar (Rajasthan, India) resigned due to COVID-19 infected Jamaatis mistreating them.",f
4003, Son of brazilian anchor Willian Bonner requested and received COVID-19 emergency aid of R $ 600.,f
760, An image of an elderly Italian man who was asked to pay for the ventilator that he used for his recovery.,f
824, Polish charity organisation WOSP has withdrawn its donation to coronavirus fight in Poland.,f
368, A whole onion located indoors can absorb the viruses in the air.,f
2915, Videos of empty hospitals show the COVID-19 is fake.,f
2176, Giant hornets migrated to Europe due to the outbreak of coronavirus.,f
3224, 2 nurses who were in ITU in Swansea have died today. 3 more still ventilated. All from the same unit.,f
1686, People in Wuhan are locked inside their houses by the Chinese government.,f
2393, The Brazilian government initiated the registration of Social Security withdrawals to fight the pandemic by WhatsApp.,f
3837," A photo showing nurses raising their middle fingers against the French government, with a caption against the French President.",f
3134, Author Dean Koontz foresaw the coronavirus outbreak in his book.,f
2444, President Trump claims the virus is under control and testing is available.,f
3418, News channel graphic stating that the Indian lockdown is to be extended to May 4.,f
3873," The WHO announced that among many medicines, the best coronavirus killer is nicotine.",f
2098," Social media posts attribute a list of points about the novel coronavirus to Johns Hopkins, a leading source of information on the virus.",f
4108, Korean series My Secret Terrius predicted the outbreak in advance.,f
3991, A photo has been shared thousands of times in multiple Facebook posts in April 2020 alongside a claim it shows Philippine President Rodrigo Duterte carrying out presidential duties during the COVID-19 pandemic.,f
2854, There are 100 children infected with COVID-19 in the main hospital in Lima.,f
3120, Aamir Khan donated 15000 Rs by hiding the money in ration materials for poor people amidst lockdown.,f
3227, The Japanese government will finance part of the costs of travelers to it in order to encourage tourism after the end of the coronavirus pandemic.,f
3262, Cuban scientists discovered that eucalyptus can help prevent and treat coronavirus.,f
1276," Muslims in Malegaon, India, violated lockdown to read Namaz on a bridge.",f
3902, Oman is releasing pesticides in the air through helicopters to eliminate coronavirus.,f
1138, This video shows an African national being severely beaten in China during COVID-19 pandemics,f
2228,"Did the Vatican Confirm Pope Francis Had Coronavirus?
An unreliable website furthered rumors about the pontiff's health in early 2020.




							False",f
518, WHO says Ibuprofen drugs can make the coronavirus live longer.,f
1030, A vaccine for coronavirus has been found.,f
1629, An audio broadcast on Whatsapp indicates that garlic helps to overcome diseases such as the coronavirus.,f
2683," Inhaling the steam from boiled water with dissolved salt is an effective cure for COVID-19, the disease caused by the novel coronavirus.",f
2010, The coronavirus was created in China and this country was prepared for the pandemic.,f
2738," Cardinal Antonio Cañizares, from Spain, has assured that one of the vaccines that is being investigated against COVID-19 is made from cells of aborted fetuses.",f
855, Local news channel in Ecuador confirms more people are infected with coronavirus.,f
860, Japanese Nobel laureate professor Tasuku Honjo who had worked for 4 years in Wuhan laboratory said that coronavirus was synthetically manufactured in Wuhan laboratory.,f
