,title,label
128,"Did Texas’ Lt. Gov. Say ‘There Are More Important Things Than Living’?
Dan Patrick called for social-distancing measures to be eased for his state amid the coronavirus pandemic. 




							Correct Attribution",t
186,"Did Empire State Building Display ‘Siren’ Lights During COVID-19 Pandemic?
A strange sight for strange times. 




							True",t
223,"Did Trump Administration Fire the US Pandemic Response Team?
As a new coronavirus spread in 2020, so did concerns about the United States' preparedness for a potential pandemic. 




							True",t
457,"Did Trump Say This About the COVID-19 Pandemic?
Two statements the U.S. president made roughly a week apart in March 2020 came under intense scrutiny.




							Correct Attribution",t
548,"Did Italy Confirm Almost 200 Coronavirus Deaths in 24 Hours?
As of early March 2020, Italy had seen the worst COVID-19 outbreak outside Asia.




							True",t
612,"Does This Photo Show Trump Wearing a Protective Mask?
The U.S. president went without a mask for much of his visit to a Ford manufacturing plant in Michigan in late spring 2020. 




							True",t
637,"Will Trump’s Name Appear on COVID-19 Stimulus Checks?
While the unprecedented move could potentially delay these payments, U.S. Treasury officials insist the checks ""are scheduled to go out on time and exactly as planned.""




							True",t
647,"Is This a Real Letter from Trump to US Sen. Chuck Schumer?
Some questioned whether an acrimonious letter from U.S. President Donald Trump to the senator from coronavirus-stricken New York was real.




							True",t
661,"Did ‘Live and Let Die’ Play as Trump Toured Factory Without COVID-19 Mask?
According to the CDC, everyone should wear some sort of protection over their noses and mouths in public settings where it’s hard to keep distance between other people.




							True",t
793,"Did Trump Administration Fire the US Pandemic Response Team?
As a new coronavirus spread in 2020, so did concerns about the United States' preparedness for a potential pandemic. 




							True",t
1053,"Did Italy Confirm Almost 200 Coronavirus Deaths in 24 Hours?
As of early March 2020, Italy had seen the worst COVID-19 outbreak outside Asia.




							True",t
1289,"Did Trump Criticize Governors for Backing off Ebola Quarantines in 2014?
A very old tweet got new life during the COVID-19 coronavirus disease pandemic.




							True",t
1440,"Did CBS News Use Footage from Italy for New York COVID-19 Report?
The news outlet acknowledged the error, but that wasn't the end of the story.




							True",t
1759,"Was COVID-19 Discovered in the US and South Korea on the Same Day?
These two countries took different approaches in the early days of the pandemic and saw vastly different results. 




							True",t
2281,"Did Obama Urge US Pandemic Preparedness in 2014?
""There may and likely will come a time in which we have an airborne disease that is deadly,"" said the former president.




							True",t
2290,"Did Time Magazine Warn About Global Warming, Pandemic Years Ago?
Who could have seen this coming? Just about anyone who can read.




							True",t
2307,"Did Video Show Italian Army Trucks Transporting Coffins Amid COVID-19 Pandemic?
A stark illustration of the tragic impact coronavirus had on parts of Italy in 2020. 




							True",t
2323,"Did Trump Golf, Hold Rallies After Learning About COVID-19 Threat?
After Sen. Mitch McConnell suggested the government's response to the initial coronavirus outbreak was in part distracted by the president's impeachment, rebuttal memes started flying.




							True",t
2344,"Did DOJ Propose Rollback of Defendants’ Rights During Pandemic?
Any changes affecting constitutional guarantees afforded federal criminal defendants in the U.S. would ultimately be up to Congress.




							True",t
2407,"Are These New Zealanders Celebrating the End of COVID-19 Restrictions?
In June 2020, New Zealand lifted all social distancing restrictions related to the COVID-19 pandemic after going two weeks without a confirmed case. 




							True",t
2697,"Was National Stockpile Website Edited After Jared Kushner’s Comments?
On April 2, 2020, Jared Kushner said of the federal stockpile: ""It's supposed to be our stockpile. It's not supposed to be states' stockpiles that they then use.""




							True",t
2785,"Did CBS News Use Footage from Italy for New York COVID-19 Report?
The news outlet acknowledged the error, but that wasn't the end of the story.




							True",t
2955,"Did a Doctor in Italy Warn Coronavirus Wasn’t Just a ‘Bad Flu’?
Physician: ""The situation is now nothing short of dramatic. No other words come to mind.""




							Correct Attribution",t
3057,"Does This Restaurant Receipt Show a COVID-19 Surcharge?
The COVID-19 pandemic has caused prices for meat and proteins to climb across the board.




							True",t
3098,"Is This ‘Shaun of the Dead’ Meme Mocking Real Ohio Protesters?
A viral photograph from a protest against stay-at-home orders during the COVID-19 pandemic was likened to the zombie movie ""Shaun of the Dead."" 




							True",t
3233,"Did an Irish Times Column Express ‘Pity’ for the US?
A scathing opinion column was copied and pasted then circulated online, prompting some to question its authenticity.




							Correct Attribution",t
3392,"Did BBB Warn Against Sharing High School Senior Photos?
Facebook users started a posting trend to show solidarity with 2020's graduating seniors who are finishing high school at home due to the coronavirus pandemic.




							True",t
3761,"Did Amazon Solicit Donations to Help Pay Worker Sick Leave?
After being called out for its approach to supporting seasonal and contract workers during times of crisis, the retail giant made some edits. 




							True",t
3830,"Did Trump Say He ‘Tested Very Positively’ for COVID-19, Meaning Negative?
Is the president trying to confuse us?




							Correct Attribution",t
4007,"Is China Building a Hospital in 10 Days to Treat Coronavirus Patients?
Millions of people are quarantined in China to prevent the spread of the virus.




							True",t
4248, Ghana has 307 ambulances with mobile ventilators.,t
4325, “Bill Gates told us about the coronavirus in 2015.”,t
4409," Ron Johnson said Americans should go back to work, because “death is an unavoidable part of life.”",t
4410, Image of police punishing people in Indian state of Assam for violating the curfew.,t
4518, Says Nancy Pelosi’s coronavirus bill includes “tax credits for solar and wind energy … retirement plans for community newspaper employees … $300 million for PBS … climate change studies” and more.,t
4575," Says that under order from Gov. Tony Evers, he and his eight children can’t legally have dinner together anymore.",t
4629,"Are ‘Mass Graves’ Being Dug for COVID-19 Deaths?
New York’s Hart Island has been used as a burial site for unclaimed deceased persons for more than 150 years.




							Mostly True",t
4692, Passengers at Delhi airport got agitated Wednesday morning as their passports were withheld by airport authorities.,t
4697," 2019 coronavirus can live for “up to 3 hours in the air, up to 4 hours on copper, up to 24 hours on cardboard up to 3 days on plastic and stainless steel.”",t
4730,"Is This Timeline of Trump’s Coronavirus Responses Accurate?
U.S. President Donald Trump claimed that he felt COVID-19 was a pandemic ""long before it was called a pandemic,"" but his previous recorded statements paint a different picture. 




							Mostly True",t
4792," Says that “over a 45-minute period that we had the press conference” on the coronavirus on March 13, 2020, the stock market set “an all-time record.”",t
4868, Post says Harvard scientists say the coronavirus is “spreading so fast that it will infect 70% of humanity this year.”,t
4875, Coronavirus is also spread through newspapers.,t
4883, The first dog was infected with coronavirus.,t
4936,"Is NYC’s COVID-19 Death Rate at Least 250x Higher Than Tokyo’s?
A viral tweet from software engineer John McAfee raised questions about social-distancing measures during the coronavirus pandemic. 




							Mostly True",t
4952," Drugs used against malaria (Hydroxychloroquine, Azithromycin) can cure COVID-19.",t
4958," “With regard to the cost, let me be very clear: HHS has designated the coronavirus test as an essential health benefit. That means, by definition, it’s covered in the private health insurance of every American, as well as covered by Medicare and Medicaid.”",t
5007," “So Oscar Health, the company tapped by Trump to profit from covid tests, is a Kushner company. Imagine that, profits over national safety.”",t
5027," Says a study projects Wisconsin’s coronavirus cases will peak on April 26, 2020.",t
5058," Of the Trump administration’s European travel restrictions that exempt the U.K.: “Well, you can just get into the Chunnel, and you’ll be in the U.K.”",t
5084, The United States is “actually screening fewer people (for the coronavirus than other countries) because we don’t have appropriate testing.”,t
5097, [SARS-CoV-2] is spreading quickly from gas pumps. Shopping carts as well.,t
5103, Says it was “unquestionably” not within his “legal authority” to postpone Illinois’ primary election by changing the date or shifting to vote-by-mail.,t
5197, North Carolina “hospital beds are typically 85% full across the state.”,t
5201, A WhatsApp chain cites real research on the survival of different coronaviruses in various materials and in the air.,t
5217," Germany gave medical protection equipment like masks to China, now it’s missing in Germany.",t
5219," “During the 2009 swine flu outbreak, Biden made reckless comments unsupported by science & the experts. The Obama Admin had to clean up his mess & apologize for his ineptitude.”",t
5225," “We’ve got to give the American public a rough estimate of how long we think this is going to take, based mostly on the South Korean model, which seems to be the trajectory that we are on, thankfully, and not the Italian model.”",t
5278, Says 80% of novel coronavirus cases are “mild.”,t
5283, Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.,t
5329, Photo of an Italian doctor waving goodbye to co-doctors as he is about to die due to coronavirus.,t
5362, “You’re more likely to die of influenza right now” than the 2019 coronavirus.,t
5385, Jobcenters (for unemployed people) close from today on in Germany.,t
5480,"Is Trump Admin Seizing COVID-19 Protective Equipment from States?
An urgent shortage persists of N95 masks and other supplies in U.S. medical facilities. 




							Mostly True",t
5490, “Wisconsin is the only state where all Republicans voted against protecting its citizens.”,t
5523, Did genetic mutations cause the coronavirus to become more dangerous.,t
