,title,label
3960," A Facebook post shared thousands of times claims that Russian President Vladimir Putin ordered Covid-Organics, a herbal drink touted by Madagascan President Andry Rajoelina as a cure for COVID-19. The post claims that Putin urged Africans “not to follow” the World Health Organization (WHO), which has warned against untested traditional medicine.",f
1777, Ministry of Economy and Finance in South Korea and pharmaceutical companies had a secret meeting.,f
2159, Photo of the “crying president of Italy” with a caption stating Italy was not prepared to deal with the coronavirus outbreak despite having adequate health facilities.,f
2220," Tom Hanks died, confessed admiration for Trump.",f
381, Eating food with a pH greater than 5.5 fights COVID-19.,f
1186, Top White House coronavirus adviser Dr. Anthony Fauci served on the Clinton Foundation’s board of directors for 20 years.,f
1981," Dr. Anthony Fauci disappeared at the end of April because he had illegally sent $3.7 million to a virology lab in Wuhan, China.",f
3952, Mortality data for COVID-19 declined after the Brazilian Justice Minister announced an investigation.,f
4275, A video that shows dead bodies being taken away in a convoy of cars is from a hospital in Iran.,f
3354, Stage 4 of the epidemic means “quarantine for all cities in France.”,f
3292," A video claiming that COVID-19 only kills people who already had other diseases and treatment can be done at home with antibiotics. The statement is based on a study by Giampaolo Palma with 50 autopsies at Pope John XXIII Hospital in Bergamo, Italy.",f
1178, A video of hospital workers in France putting on tattered protective gowns has been viewed hundreds of thousands of times on Facebook and Twitter alongside a claim that the garments were made in China.,f
3168," In Kerala, India, Consumerfed starts 24 hours free home delivery for liquor.",f
3995, Kalonji seeds (Nigella Seeds) contain hydroxychloroquine and can help cure COVID-19.,f
4180, 5G is accelerating the spread of the new coronavirus.,f
1943, Claim that the coronavirus isn’t new as there is a canine coronavirus vaccine since 2001.,f
2757, This video shows a coronavirus patient in Mexico persecuted by the press.,f
4711," A video refers to a supposed “NASA anticovid necklace”, a device that theoretically ionizes the air around the head, disinfecting it.",f
1316," A private plane is carrying Nabila Obaid and Nadia El-Gendy, who have remained in Beirut due to the novel coronavirus crisis.",f
833, Muslim men are being beaten during the lockdown in India.,f
3004, The scientists who discovered the coronavirus genome were fired of the Argentinian Institute Malbrán during the presidency of Mauricio Macri.,f
243," Kerala, India, minister K.T Jaleel still draws his salary as teacher even after quitting his job 14 years ago.",f
4262," As the US government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining Canada’s alleged response to the outbreak flourished on social media.",f
1234," Telugu actor collected a huge amount of money from fans but provided relief to just 2,000 poor families.",f
1881, News anchor of Malayalam news channel Twenty Four News claims Congress leaders demonstrating at Walayar check post came in contact with the newly detected COVID patient from that area.,f
835, A video of two Albanian female news anchors wearing revealing jackets on-air has been viewed tens of thousands of times on Twitter alongside a claim that they dressed promiscuously in a bid to persuade people to stay indoors during the COVID-19 pandemic.,f
1348, Image of a critically ill COVID-19 infected woman hugging her child for the last time before her death.,f
297," Claim that there have been tanks in the capital of Latvia, Riga, “while people are staying home.”",f
558, An Italian officer killed himself to prevent the police from taking him to quarantine after suffering a COVID-19 infection.,f
4132," In the 30-second viral video, a man lifts his shirt and challenges aa police officer who is pointing a gun at him. Another police officer kicks the man from behind, pins him down on the road and makes an arrest. The text overlaid on the video reads “Italy says lockdown, they mean it.”",f
1343, WHO announced that there would be no concerts before the fall of 2021.,f
2343, Congolese researcher Jérôme Munyangi is at the base of the discovery of COVID-Organics.,f
2887,"Did CBS News Use a 2016 Ukraine Photo in COVID-19 Coverage?
Unverified, random tweets are not regarded as reliable sources by real journalists.




							False",f
646, Gargling with baking soda and hot water kills the coronavirus.,f
2332, Alkaline food helps counter COVID-19.,f
2299, A woman attempting to spread coronavirus in Delhi’s Super store.,f
2010, The coronavirus was created in China and this country was prepared for the pandemic.,f
1904, A Whatsapp message that pretends to be from the German Robert Koch Institute advises to take 100 grams of alcohol a day because this would help to desinfect the throat and kill the coronavirus.,f
648, Prince Charles is infected with coronavirus after meeting Indian singer Kanika Kapoor.,f
3715, “Coronavirus hoax: Fake virus pandemic fabricated to cover-up global outbreak of 5G Syndrome.”,f
1094," Prominant National news channel (Zee News) newscard stating Lockdown will be extended again from June 15th, 2020.",f
3686, “Anybody that wants a test (for the coronavirus) can get a test.”,f
63, A video has been viewed thousands of times in multiple posts on Facebook in April 2020 which claim it shows people praying on a street in Italy during the coronavirus pandemic.,f
5167," Despite the fact that the government has not reported a possible resumption of work at the airport, there are airlines that already sell tickets for commercial flights.",f
1167, Danish politician quoted for saying the coronavirus epidemic is caused by refugees.,f
316, The Simpsons had already predicted the coronavirus pandemic.,f
791, Photo of Italian PM Giuseppe Conte who cried for regretting the late lockdown.,f
2058, A fake picture allegedly shows how coronavirus can pass through protective masks’ fabric.,f
1658, Nigerians are “burning Chinese stores.”.,f
3148, Video of Uttar Pradesh Police catching ‘Coronavirus jihadists’ at Chor Bazaar.,f
525," The Bombay High Court in Mumbai City has extended the lockdown in the state of Maharashtra till April 30, 2020.",f
1168, Soaking in the sea can treat COVID-19.,f
426, Vladimir Putin let lions loose in the streets of Russia to keep them indoors amid COVID-19.,f
323, Turkey confiscated the ventilators going to Spain from China.,f
1390, A viral video apparently showing Muslim devotees sneezing is circulated with the claim that it is from Nizamuddin mosque of Delhi and they are deliberately trying to get infected in order to spread coronavirus in India.,f
3647, Horse meat infected with coronavirus is imported to Kazakhstan from Kyrgyzstan.,f
2752, Spanish singer Miguel Bosé accused Gates Foundation to be expelled from India for their vaccines.,f
1925,"Will Lemons and Hot Water Cure or Prevent COVID-19?
As cures go, these ones are lemons. 




							False",f
158, Since there is COVID-19 nobody in Germany dies of heart attacks or cancer anymore.,f
1136, Poster allegedly containing guidelines on use of PPE kits for COVID-19 issued by Ministry Of Health and Family Welfare in India.,f
3030, Chlorine Dioxide (CLO2) cures the bug that worries the governments all around the world so much.,f
3727, The government of Columbia has a bill “ready” to close down the whole country in eight days,f
3836, Maharashtra (India)’s CM Uddhav Thackeray announced reimplementation of lockdown.,f
2565," Mixing Suavitel, vinegar, Clorox and water helps neutralize the coronavirus.",f
2405," The army is patrolling all the streets, towns and villages in Ireland.",f
277, The Department of Health (England) needs the consent of families to release information of deceased relatives.,f
5334, Quarantine may last for several years.,f
494, A video shows the Wuhan market.,f
1278, Image of Indian Muslims praying on rooftops despite complete lockdowns.,f
1322," The German government reopens its airspace and excludes all Arab countries from the procedure, except for Tunisia.",f
3865," On a global basis, the COVID-19 has killed way less people than other major outbreaks.",f
2544, Steam with eucalyptus prevents coronavirus.,f
2827, CDC does not recommend wearing masks.,f
1030, A vaccine for coronavirus has been found.,f
2667, An American CEO drew the Indian map comparing the population of Indian states to those of countries across the world highlighting India’s brilliant response to tackle COVID-19.,f
2441, Israel has manufactured the coronavirus vaccine,f
2319, The Irish Prime Minister/Taoiseach Leo Varadkar has urged people not to use the Houseparty video messaging app due to security concerns.,f
2071, Puerta de Hierro hospital in Madrid uses a whole floor for the president’s family.,f
3579, A “poll finds 38% of Americans say they will not drink Corona beer because of the virus.”,f
2784," A video showing law enforcement officers beating civilians is being shared on Facebook and WhatsApp in Nigeria, with claims that it shows Nigerian soldiers beating citizens while enforcing the COVID-19 lockdown in the country.",f
3081, A mixture of vinegar and fabric softener is a better disinfectant than alcohol.,f
1331, Video of a person infected with coronavirus being detained by the police.,f
4909," A viral photo displays a vial of the vaccine, with text along the top that says, “Now this was 2001 tell me why 19 years later they say there is no vaccine share before they take it down again.”",f
5041," An article that has been widely shared on social media warns healthy people against wearing face masks during the COVID-19 pandemic, citing alleged risks",f
3854," People in the city of Mumbai, India are not following social distancing, and have gone outside their homes to shop for the festival of Eid.",f
1816, There were “only 48” PCR tests in Tokyo on May 19th.,f
565," A video of former Iraqi dictator Saddam Hussein has been shared repeatedly on Facebook, Twitter and Instagram alongside a claim it shows him stating the U.S threatened to spread the novel coronavirus in Iraq during a meeting in the 1990s.",f
2609," COVID-19 is disseminated intravascular coagulation, or pulmonary thrombosis, and ventilators and intensive care units (ICUs) were “never needed” in treating the disease because it can be fought with “antibiotics, anti-inflammatories and anticoagulants.” The disease is also caused by a bacteria that gets amplified by 5G technology.",f
848, Turkish President Erdogan revealed a mask that kills coronavirus in a minute.,f
182, Video shows pigs buried alive.,f
3685, Former Sri Lankan state minister Nalin Bandara was charged for making liquor at his Kuliyapitiya house.,f
1180, Video claims to show a hotel collapsing in Chinese city of Quanzhou after it was used as a coronavirus quarantine facility.,f
3164, Italians threw away their currency on the streets due to COVID-19 deaths.,f
103, A video has been viewed tens of thousands of times in multiple posts on Facebook and Twitter in April 2020 alongside a claim it shows the arrest of Indian activist Trupti Desai after she attempted to buy alcohol during a government-imposed lockdown triggered by the COVID-19 pandemic.,f
4124, Church asked an imam of a mosque to call for Islamic prayer (Azan) from the church because of COVID-19.,f
5243," The white side of a surgical mask should be worn on the outside, with the colored side on the inside.",f
3060, Photo shows packed beach of re-opened Jacksonville Beach on CNN.,f
5194," The temporary closure of supermarkets, stores, and bakeries announced throughout Mexico by COVID-19.",f
2392, A police officer in Bihar’s Hajipur jail has been affected with coronavirus.,f
2974," France has canceled fees for electricity, gas, water and rent.",f
1195, An hospital was set on fire in Nairobi after people discovered a lot of “poisoned vaccines” against coronavirus sent by the USA.,f
137, Video showing how Germans are converting to Islam in large numbers.,f
5078, COVID-19 is officially found in bats.,f
453, The photo shows former Vice President Joe Biden and Michigan Gov. Gretchen Whitmer violating social distancing guidelines on April 9.,f
178," Mariano Rajoy, Esperanza Aguirre or Christine Lagarde have said that if pensioners died the world would save money.",f
1728, People in Italy are threw away their money after they lost their family members to coronavirus.,f
821, Tanzanian President unmasks false pandemic.,f
2301, Chewing betel nuts can prevent COVID-19 infection.,f
1209, 5G technology is the cause of the coronavirus.,f
1183, COVID-19 is a vaccine that is ‘activated’ and spreads with the 5G.,f
2905," There are only 2 people infected with COVID-19 in clinic 2 of the IMSS in Monterrey, Nuevo León, Mexico.",f
4475, Lysol disinfectant label says it’s tested against the new coronavirus.,f
448, Image shows people falling on the streets of Wuhan.,f
1389," A girl child who was just born in a village in the state of Rajasthan said immediately after the birth that to contain the coronavirus outbreak in India, every person in the country should apply turmeric paste on the toenail on their right foot. The baby died after saying this.",f
945, A hoax claim has been shared hundreds of times on Facebook and Twitter that certain viral outbreaks in the last 100 years aligned with the introduction of new telecommunications technologies. The posts suggest that the ongoing COVID-19 pandemic is linked to the rollout of 5G mobile phone technology.,f
930, French Astrologer Nostradamus had predicted in 1551 that there would be an outbreak of coronavirus in China in 2020.,f
640," In Russia, a newborn was named Covid.",f
3009, An audio clip suggests that the WHO has advised a lockdown.,f
477," A Facebook post advertising lockdown relief funds worth Ksh 5,000 for Kenyans.",f
1926," Photo of Kurnool MLA (Hafeez Khan) making a nurse to touch the feet of a religious head in Viswabharathi Medical College, who had to come to the COVID-19 quarantine facility.",f
1521, The Telangana state government is distributing Ramadan gift packs during the lockdown.,f
1785, Official data show that there were more deaths in Italy in 2019 than in 2020.,f
2478, Police catches coronavirus positive patient on the road.,f
1017, Media outlets duped the public saying coronavirus killed the same man twice.,f
3466," Denis Mukwege, Nobel Award laureate, resigned his post as head of a commitee to deal with the pandemic after being asked to forge the number of COVID-19 cases and deaths.",f
1617, Jimmy Kimmel tweeted a video which said VP Mike Pence carried empty PPE boxes.,f
2937, The body in this video is a COVID-19 patient whose internal organs have been removed.,f
4079," Message claiming that the city of Mumbai will be under the military lockdown for the next 10 days to contain the spread of COVID-19 virus, and that only milk and medicine will be available during this time.",f
1713, This photograph of corpses is related to the coronavirus in Spain.,f
688, The COVID-19 virus cannot spread in areas sprayed with eucalyptus oil vapor.,f
2438, Germans quarantined in La Gomera by the coronavirus leave home isolation without permission.,f
2354, Hospitals are empty and it proves that the epidemic doesn’t exist.,f
1577," Says imposters in hazmat suits are going door to door in Stockton, California, saying they are checking residents for fever or COVID-19, but they “will enter your home and physically attempt robbery.”",f
2920," A Facebook post shared 10,000 times claims no Americans died from the flu in 2020, suggesting that the national count of COVID-19 fatalities is exaggerated.",f
12, Video of Muslims violating lockdown conditions in Old city (Hyderabad).,f
4984, Social activist Trupti Desai was caught illegally buying liquor during the lockdown and was detained by the police.,f
1218," “N95 masks block few, if any” COVID-19 particles due to their size.",f
4480, Hydroxychloroquine completely cures people infected with COVID-19.,f
4070,"Can a Cattle Vaccine Be Used To Fight COVID-19?
The confusion seems to stem from the overuse of the word ""coronavirus."" 




							False",f
3660," Herd of Sri Lankan Sambar Deer’s were seen freely gazing on a beach of Yala National Park, due to lack of human activity during current curfew period in Sri Lanka.",f
1088," Vaccines, including the one for COVID-19, include aborted fetal tissues.",f
5236, Coronavirus Outbreak Prompted Gun And Ammunition Policy Changes At Walmart.,f
220, The WHO Coordination Committee expects Syria to be declared a country safe from the spread of COVID-19 within three weeks.,f
169," If your kid gets COVID-19 in Mexico, they’ll be taken away from you and you’ll never see them again.",f
2665," Chinese court gave permission to kill 20,000 patients infected with coronavirus.",f
1400, Masks from Wet Wipes effectively prevent coronavirus transmission,f
2258, A video purportedly showing COVID-19 victims in body bags strewn across the floor of a New York hospital was shared several thousand times in multiple languages on social media.,f
3007, Two Indian politicians Rahul Gandhi and Priyanka Gandhi broke lockdown orders and went to meet their friends.,f
3657, False claims on number of deaths due to COVID-19 in Sri Lanka.,f
5227, China built a hospital in 48 hours to receive new coronavirus patients.,f
5495, Multiple online articles and social media posts published in May 2020 claim the Japanese government is set to subsidise trips for foreign tourists visiting the country by up to half of the cost after it lifts its coronavirus lockdown.,f
2274," A photo showing hundreds of people in the Montparnasse train station in Paris, despite confinement measures due to the novel coronavirus.",f
3177," “States like New York, Illinois and California have been vocal in their demands for funding to bail out their pension systems, which were failing long before the COVID-19 outbreak, and other programs that aren’t related to this crisis.”",f
274, There is no coronavirus in Belarus since they do not have quarantine there.,f
757, “NYC man drops dead in middle of street — suspected coronavirus!”,f
3604," Michigan Gov. Gretchen Whitmer’s family spent May 20 at her second home, breaking her own stay-at-home orders.",f
2529," In Kenya, the National Council For Persons With Disabilities
 is supporting children during COVID-19.",f
2961," The Department of Social Welfare and Development (DSWD) in the Philippines is giving away P5,500 for every Facebook user due to the coronavirus crisis, according to a website link posted on Facebook.",f
1780, French high school in the town of Langres was chosen to test a vaccine against COVID-19.,f
836," Trey Gowdy said, “I’m not saying COVID-19 isn’t real…. But pay attention folks, there’s much more going on here than what meets the eye.”",f
3937, Video shows people falling dead on street as the COVID-19 situation in India intensified.,f
3345," Number of deaths by COVID-19 fell in the state capital of Amazonas, Manaus, after the visit of the Minister of Health.",f
441, Information about a complete quarantine in Guatemala.,f
974, This picture shows a list of advices given by WHO to prevent and cure COVID-19,f
3102, Photo of deer on Ooty-Coimbatore road during the current lockdown (COVID-19).,f
5131," The coronavirus epidemic will disappear in April thanks to the heat, as President Donald Trump said.",f
2679, Russia has unleashed over 500 lions to ensure that people stay inside their homes amid the coronavirus outbreak.,f
752, Obama family flown to private island to escape coronavirus pandemic.,f
3052, Industrialist Ratan Tata’s view on economic downfall due to COVID-19.,f
4550," A widely-circulated image claims to reveal the ingredients contained in this year’s flu shots. The alleged ingredients include mercury, antifreeze, phenol, animal blood, animal viruses, and formaldehyde.",f
3173, A photo shows the Biohazard Container Discovery at the American Consulate General in Wuhan.,f
4636, Photo showing the wounds on the feet of migrant labourers who had to travel all the way to their native places by foot due to the lockdown restrictions in India.,f
1427, The World Health Organization considers Tunisia the best African country to have succeeded in handling Covid-19.,f
3162, Top Georgian health official Gamkrelidze said there will not be a second wave of the coronavirus.,f
3348, Madagascar found a medicine for COVID-19 and will start distributing to the entire world.,f
4004," The COVID-19 pandemic was used as a cover-up of the Starlink project by Elon Musk, which launched dozens of satellites.",f
4444, Coronavirus has been originated in a laboratory linked to China’s biowarfare program.,f
1473," A video of US President Donald Trump and a top US pharmaceutical executive speaking at a press conference has been viewed thousands of times in multiple Facebook, Twitter and YouTube posts alongside a claim that it shows them announcing a vaccine for the novel coronavirus, COVID-19, was “ready” to be administered.",f
4878, Tedros Adhanom Ghebreyesus said that “abortion is essential during COVID-19 times”.,f
3536, Works at the Luque cemetery near paraguayan capital Asunción are related to people who died from COVID-19.,f
5348, An article stating that utility bills will be increased with a “Covid tax” aimed at helping people in need in Italy.,f
1130," A WhatsApp video claims that the lady shown is the wife of Canada’s PM Justin Trudeau. In the viral video, a lady can be seen describing her improved condition because of medication and also warns to not take chances.",f
922, New virus stays at the throat level for four days.,f
224, Drink water every 15 minutes to avoid coronavirus.,f
586," A WhatsApp message said that coronavirus has pH range 5.5 to 8.5; hence, people can counteract its effect by consuming fruits to neutralise the pH activity.",f
3408," A “Wuhan super virus” was created in a Chinese biosecurity lab and has infected more than 100,000 people in Wuhan.",f
4821, A video shows a man with COVID-19 spitting on grocery store items.,f
5231, WHO’s stance on coronavirus is changing and now supports the Swedish opening policies.,f
3484," Coronavirus was made in a lab, with pre existing patents for a vaccine. The Bill and Melinda Gates foundation is involved in spreading the coronavirus.",f
4536," The Umbrella Corporation, from the video game Resident Evil, is linked to the Chinese company RLSW.",f
3091, All U.S. citizens are entitled to $700 per week to stay at home to avoid spread of coronavirus.,f
3383, COVID-19 mass vaccine in Senegal that began in West Africa killed the first seven children who received it.,f
533, Biohazard containers found at US consulate in Wuhan,f
3883, Publications that claim that a Brazilian deputy has uncovered “the great farce of the sick and deceased of COVID-19” when discovering an empty field hospital.,f
830," The number of deaths from respiratory illnesses in Ireland this year is comparable to previous years, and COVID-19 is not causing any more deaths than would usually be happening",f
3610," A bovine coronavirus vaccine, for cattle, is proof that the novel coronavirus isn’t “new” and is evidence of “how much the media controls people.”",f
802, Christine Lagarde says the elderly are living too long.,f
300, New data shows that 21 million Chinese died from the coronavirus.,f
1637,"Did Schumer Delete a Tweet Criticizing Trump for Banning Air Travel from China ‘Prematurely’?
Pranksters no longer need spend time with Photoshop to create convincing fake tweets.




							False",f
4028, There are cases of the news coronavirus in Maturín city.,f
3303, Quito is the second city with the highest probability of infection.,f
418, Japanese Nobel laureate Tasuku Honjo announced that coronavirus is man-made.,f
3609, Bollywood Actor Aamir Khan donated money to the poor by concealing it in wheat flour packets.,f
4196, Viral post claims that a COVID-19 infected patient was found in Hsipaw township hospital in Myanmar.,f
62, Claim that Dr. Anthony Fauci’s statement that the coronavirus death rate is 10 times that of the seasonal flu is “a claim without any scientific basis.”,f
4482, Coronavirus survives in wine and there is evidence that drinking it is beneficial.,f
3801, A video says “the coronavirus was invented and patented in the USA and then planted in China.”,f
125, There is an anti-Chinese protest in Italy due to COVID-19.,f
3557, Supposed quote from the Argentinian president alerting that government aid was going to be removed from those who violated the quarantine.,f
3232, The post contains a COVID-19 conspiracy theory written by former South Carolina Rep. Trey Gowdy.,f
5014," A meme shows an image of fully stocked shelves of toilet paper, purportedly during the 2009 H1N1 outbreak, above barren shelves during the ongoing COVID-19 pandemic.",f
1375, Arab medieval historian Abu Al-Hassan Al-Masoudi predicted the present crisis.,f
4408, A video shows coronavirus patients at an airport in China and gauges how serious the situation is.,f
4227, An ancient Egyptian food consisting of dry Corchorus Olitorius with lemon and garlic can prevent and cure COVID-19.,f
1667, An image with human body figurines in a bowl that claims China is serving human baby soup in its restaurants.,f
5188, The UN is asking for help from Donald Trump for serious human rights violations in Italy during the management of the COVID-19 pandemic.,f
1148, Korean business wants to relocate from Myanmar to Bangladesh because of the COVID-19 pandemic.,f
470, An image claims that chroma screen panels are being used to make up coronavirus deaths.,f
1479, Map of the spread of coronavirus In the coming months.,f
357, Bill Gates claims and announces that vaccinations will be mandatory for all.,f
4928, Shanghai government officially recommends Vitamin C for COVID-19.,f
2736," 21 people died in Lagos, Nigeria, after getting a COVID-19 vaccine.",f
14, Netflix gives away free accounts during coronavirus quarantine.,f
4125," A video where corpses appear crowded on the ground in black bags. Claimed to be in Madrid, New York, Barcelona, among others.",f
4524," A meme shared thousands of times on Facebook claims people can suffer from reduced oxygen to their blood and brain, possibly leading to death, if they wear a disposable mask for too long.",f
3561, Bats are hidden in every households’ rooftop in Wuhan.,f
1295, A video has been viewed thousands of times on Facebook alongside a claim it shows Muslims in the US praying on a street during the coronavirus pandemic.,f
3593, French astrologer Nostradamus had predicted in 1551 that there would be an outbreak of coronavirus in China in 2020.,f
2256," An alleged statement from the Mexican Ministry of Health informs that people who are seen outside their home without a work or personal objective regarding the use of a basic need, will be asked for an official identification and will wear a yellow bracelet.",f
595, Staff of two Mumbai hotels have COVID-positive cases.,f
2853, Coronavirus discovered In broiler chicken.,f
82," Dolphins appeared in Veracruz, Mexico during the outbreak of the new coronavirus.",f
859, Saline solutions can kill the new coronavirus.,f
5099," According to a certain document, there are infected cases in some areas of South Korea, but the Korean government is hiding the cases. (Jan. 30)",f
5279, The vaccine is not the final solution against the novel coronavirus.,f
2980, Korean drama predicted the occurrence of COVID-19 in 2018.,f
3120, Aamir Khan donated 15000 Rs by hiding the money in ration materials for poor people amidst lockdown.,f
5384, Tinospora crispa plants can treat COVID-19.,f
2994, All elective or non-emergency surgeries are banned to prioritize coronavirus treatments and prevent the spread.,f
5399, A study is linked to coronavirus.,f
1093, Link to get 160.000 pesos help from the Colombian government.,f
761, This is a video of panicked shoppers storming a supermarket amid the coronavirus pandemic.,f
2322," A photo of an empty hospital room. On the caption, it says that this used to be an “isolation room” for COVID-19 patients at the HCPM Hospital, in Rio. It says, also, there was now only one COVID-19 case in this hospital.",f
594, Having a beard increases your chances of getting coronavirus.,f
1616, Nostradamus predicted COVID-19.,f
1891,"Does ‘Every Election Year’ Have a Coinciding Disease?
A conspiratorial meme about disease outbreaks got a number of key facts wrong.




							False",f
84, Photo of a family which committed suicide due to hunger during the lockdown.,f
1918, Scientists discovered a new and more contagious strain of the coronavirus.,f
2911, President Donald Trump attending the recital of Quran verses to fight coronavirus.,f
1022," The CARES Act was introduced in January 2019, which proves the COVID-19 pandemic was planned in advance.",f
5160," A photo of a Sri Lankan military hospital has been shared thousands of times in multiple Facebook posts alongside a claim that it has been reserved exclusively for the use of “VIPs” who test positive for COVID-19, the disease caused by the novel coronavirus.",f
1954," Photo of rickshaw puller who died due to lack of food during the current lockdown, which was imposed to curb the spread of COVID-19.",f
1036,"Is China Seeking Approval to Kill 20,000 Coronavirus Patients?
A disreputable website spread unfounded claims in the wake of a new coronavirus outbreak. 




							False",f
2265, Gargling warm water with either salt or vinegar can eliminate coronavirus.,f
1769, Brazilian Ministry of Health hinted that relatives of COVID-19 victims should doubt the death certificates.,f
4848," If Russian people do not obey mandatory isolation, they are imprisoned for five years.",f
5022, Video of a fire accident that took place at the Solapur Airport on 05 April 2020.,f
1742, A photo has been shared thousands of times in multiple Facebook posts alongside a claim it shows bodies of those killed by COVID-19.,f
5019, Outbreak of COVID-19 is a worldwide fake. The fatality rate is too low for an epidemic. The WHO admitted causing the SARS outbreak in 2003.,f
546, People in Jama Masjid market breaking Indian COVID-19 lockdown due to Eid.,f
542," A photo of a list of purported symptoms and treatments for the novel coronavirus, which causes the disease COVID-19, has been shared hundreds of times in multiple posts on Facebook, Twitter and Instagram. The purported remedies include a daily dose of vitamins; exposure to sunlight; and a diet of alkaline foods.",f
1574, Italy has surrendered to the coronavirus pandemic as all the measures to control COVID-19 have been exhausted.,f
16, A screen capture of the cover of The New York Times accompanied by a text in which it is assured that the newspaper would have branded the Government of Spain as “communist”.,f
2073," Alberto Fernández, about the coronavirus: “Mortality in people over 65 is 80%”.",f
2410, One can get free masks from the government to fight coronavirus by filling this form in the web link.,f
1578," Due to COVID-19 outbreak, UPSC has cancelled examinations in India.",f
5381," The Philippine government has a P120 billion aid package for “no work, no pay” workers.",f
1187," Dr Charles Lieber, a Harvard professor, has been arrested in the USA for manufacturing the coronavirus and selling it to China. A video news report from WCVB, a TV station in Boston, Massachusetts, is shared with the Facebook post.",f
3735, The 5G network causes flu symptoms and it caused the COVID-19 pandemic.,f
3502, AIIMS (Indian medical institute) team has said that Toddy has medicinal properties to cure coronavirus.,f
994, Carrefour is offering a R$ 300 voucher for families in need during the COVID-19 crisis.,f
3280," Recording of a conversation where one claims to be a friend of the WHO India Director’s brother, Saurabh, who gave him information that India will go into a complete lockdown mode from 4/15/20April to 6/15/20.",f
3," A video shows a massive explosion in Wuhan, China, to control the spread of coronavirus.",f
431, Scientists develop a vaccine that cures COVID-19 in three days.,f
2144," You should leave your shoes outside, as they carry the virus.",f
2988, An image of a train with the inscription “COVID-19”.,f
2397," Indian Government has started a scheme called the Rashtriya Sikhshit Berojgar Yojna, to help those who are educated and unemployed during the lockdown.",f
286," Gargling warm salt water or vinegar prevents coronavirus infection, health experts say.",f
1138, This video shows an African national being severely beaten in China during COVID-19 pandemics,f
5368, This video shows workmen uncovering a bat-infested roof in the US state of Florida in 2011.,f
1220," An image shows Leslie Chow, a doctor who died in China fighting the coronavirus.",f
789," “Plandemic” — a slickly-edited, 26-minute interview with a discredited researcher — has been widely shared on social media.",f
804, An SMS service offers a COVID-19 self-assessment.,f
3041, Israel and USA have come up with a vaccine.,f
4060, Migrants traveling to their homes from Mumbai during lockdown.,f
2865," Chinese government requests the Supreme People’s Court for permission to kill 20,000 coronavirus patients to stop the spread of the disease",f
5206, The COVID-19 lockdown measures were a waste of time. It caused more deaths than it saved.,f
4560," COVID-19 is not transmitted through contact with surfaces, only from person to person.",f
951, The DPP (Democratic Progressive Party) politician Wang Shijian said Taiwan has more than 500 confirmed cases.,f
1426, “OSHA says masks don’t work” to reduce COVID-19 transmission “and violate OSHA oxygen levels.”,f
3691, Nostradamus predicted COVID-19.,f
3307, A Facebook user uploaded a video showing a man inside a police van spitting on a cop. The post claimed that this video is a proof that Tablighi community is spreading coronavirus in India.,f
3767," Mike Ryan, director of the WHO, said isolation measures worsen the pandemic.",f
