target,text,length,words,hasTitle,hasContent,hasLang,hasCountry1,hasCountry2,hasCountry3,hasCountry4,num_countries
0.0,polic offic bihar hajipur india station contract coronavirus,76,10,0,0,0,1,1,1,1,4
0.0,train covid19 septemb 2019 america carri gas respons covid19,106,18,0,0,0,1,1,1,1,4
0.0,unicef advic prevent covid19,39,5,0,0,0,1,1,1,1,4
0.0,inhal steam mix menthol base lotion cure covid19,71,12,0,0,1,0,0,0,0,0
0.0,ladi polic constabl mumbai suffer coronavirus,65,10,0,0,0,1,1,1,1,4
0.0,philippin presid rodrigo dutert said countri world impos lockdown counter spread covid19,127,19,0,0,0,1,1,1,1,4
0.0,inhal hot steam kill coronavirus,45,7,0,0,0,1,1,1,1,4
0.0,peopl riberalta bolivia punish demand food,65,9,0,0,0,1,1,1,1,4
0.0,ministri health spain issu advic coronavirus outbreak,78,12,0,0,0,1,1,1,1,4
0.0,coronavirus creat hiv,34,5,0,0,0,1,1,1,1,4
0.0,video show bat main sourc coronavirus roof hubei district,89,16,0,0,0,1,1,1,1,4
0.0,video train carri truck essenti good current lockdown india brilliant idea modi govern,142,23,0,0,0,1,1,1,1,4
0.0,10000 peopl die wuhan china,41,7,0,0,0,1,1,1,1,4
0.0,taiwan author announc month subsidi nt50000 famili month,92,14,0,0,0,1,1,1,1,4
0.0,vaccin coronavirus 2001,44,8,1,1,0,1,1,1,1,4
0.0,hong kong peopl destroy 5g pole coronavirus,65,11,0,0,0,1,1,1,1,4
0.0,claim dr anthoni fauci statement coronavirus death rate 10 time season flu claim scientif basi,153,26,0,0,0,1,1,1,1,4
0.0,video view thousand time multipl post facebook april 2020 claim show peopl pray street itali coronavirus pandem,177,31,0,0,0,1,1,1,1,4
0.0,china took advantag coronavirus crisi buy stock technolog compani belong foreign investor,128,19,0,0,0,1,1,1,1,4
0.0,graphic video show dozen dead bodi wash beach covid19 infect dead bodi countri throw sea user warn stop eat seafood,196,33,0,0,0,1,1,1,1,4
0.0,sarscov2 virus bacterium treat apronax aspirin,88,16,0,0,0,1,1,1,1,4
0.0,nebul reliv coronavirus symptom,47,5,0,0,0,1,1,1,1,4
0.0,michigan governor ban sale american flag outrag isnt go stir fals,114,17,0,0,0,1,1,1,1,4
0.0,rai tv 2015 warn chines research creat new coronavirus virus part took place wuhan,134,25,0,0,0,1,1,1,1,4
0.0,portugues energi compani galp offer 3 month free fuel help needi,86,15,1,1,0,1,1,1,1,4
0.0,hold breath let check coronavirus,60,10,0,0,0,1,1,1,1,4
0.0,imag share whatsapp state covid19 prevent wash mouth hot water salt hot water vinegar,139,25,1,1,0,1,1,1,1,4
0.0,free coronavirus test donat blood case blood bank perform coronavirus test donor fals,155,25,0,0,0,1,1,1,1,4
0.0,men india railway minist demand money helpless worker walk track,101,16,0,0,0,1,1,1,1,4
0.0,graphic show number death franc trimest 2020 covid19 relat small compar past year,141,23,0,0,0,1,1,1,1,4
0.0,photo show terribl condit ukrainian hospit ordinari peopl,76,10,0,1,1,0,0,0,0,0
0.0,multipl post social media claim school south africa reopen month septemb result increas covid19 case,155,27,0,0,0,1,1,1,1,4
0.0,japan okinawa prefectur governor tamaki denni seen kachashi danc mayor nanjo citi report governor mayor danc peopl terrifi new coronavirus infect,233,37,0,0,0,1,1,1,1,4
0.0,amid coronavirus crisi itali street fill discard print cash seen photo circul social media,135,21,0,0,0,1,1,1,1,4
0.0,pragya kathua comedian odia die,47,8,0,0,0,1,1,1,1,4
0.0,new vaccin help cure coronavirus hour,54,9,0,0,0,1,1,1,1,4
0.0,dolphin appear veracruz mexico outbreak new coronavirus,82,12,0,0,0,1,1,1,1,4
0.0,south african mayor claim interferon alpha2b vaccin new coronavirus,91,14,0,0,0,1,1,1,1,4
0.0,photo famili commit suicid hunger lockdown,77,13,0,0,0,1,1,1,1,4
0.0,audio messag attribut famous bangalor doctor voic said peopl need test coronavirus till ninth day show symptom wear mask medic staff need utmost,211,36,0,0,0,1,1,1,1,4
0.0,video show maasai tribe member kenya whip peopl violat countri curfew coronavirus pandem,127,20,1,0,0,1,1,1,1,4
0.0,photo show palestinian solidar itali,49,6,1,1,0,1,1,1,1,4
0.0,neighborhood sign ask medic staff home stay spain,84,14,0,0,0,1,1,1,1,4
0.0,trey gowdi said coronavirus shutdown suspici overblown,69,9,0,0,0,1,1,1,1,4
0.0,retain breath 10 second help detect coronavirus,75,12,0,0,0,1,1,1,1,4
0.0,new law prohibit leav home 3 pm spain,62,12,0,0,0,1,1,1,1,4
0.0,claim coronavirus creat patent french institut institut pasteur,94,14,0,0,0,1,1,1,1,4
0.0,aspirin cure covid19,24,3,0,0,0,1,1,1,1,4
0.0,peopl type blood prone new coronavirus,68,13,0,0,0,1,1,1,1,4
0.0,covid19 medicin found ghana,38,6,0,1,0,1,1,1,1,4
0.0,singl sourc muslim spread coronavirus leav money strewn street,89,13,0,0,0,1,1,1,1,4
0.0,post social media claim spanish biolog research call intern soccer star cristiano ronaldo lionel messi find cure covid19 earn money scientist,216,34,0,0,0,1,1,1,1,4
0.0,torr latinoamericana mexico citi illumin pandem,78,12,0,0,0,1,1,1,1,4
0.0,pune doctor megha vya die covid19,41,7,0,0,0,1,1,1,1,4
0.0,imag muslim violat lockdown restrict pray purukathur tamil nadu india,95,13,0,0,0,1,1,1,1,4
0.0,chines govern request court permiss kill 20000 coronavirus patient,82,10,0,0,0,1,1,1,1,4
0.0,tamil nadu india dmk leader beat ladi doctor covid19 duti,80,16,0,0,0,1,1,1,1,4
0.0,video view ten thousand time multipl post facebook twitter april 2020 alongsid claim show arrest indian activist trupti desai attempt buy alcohol governmentimpos lockdown trigger covid19 pandem,285,47,0,0,0,1,1,1,1,4
0.0,uber suspend oper 10 day brazil pandem,72,13,0,0,0,1,1,1,1,4
0.0,chines woman mombasa attack kill show flulik symptom refus hospit,115,19,0,0,0,1,1,1,1,4
0.0,7 kid die seneg right receiv vaccin coronavirus,78,13,0,0,0,1,1,1,1,4
0.0,book name ahbarüz zaman predict coronavirus epidem,72,9,0,1,0,1,1,1,1,4
0.0,spanish scientist minist agricultur say peopl ronaldo messi cure better paid,142,24,0,0,0,1,1,1,1,4
0.0,ukrainian media regist confirm case new coronavirus,76,11,0,1,1,0,0,0,0,0
0.0,indiantelecommun depart offer free internet servic lockdown work home,102,12,0,0,0,1,1,1,1,4
0.0,covid19 exosom pandem relat 5g signal,67,12,0,0,0,1,1,1,1,4
0.0,vaccin coronavirus covid19 2001,62,9,0,0,0,1,1,1,1,4
0.0,covid19 vaccin candid insert microchip human,62,8,0,0,0,1,1,1,1,4
0.0,pictur show mass grave built milan buri peopl die covid19,106,20,0,0,0,1,1,1,1,4
0.0,case covid19 rohero campus univers burundi,79,15,0,0,0,1,1,1,1,4
0.0,uk assign covid19 group infecti diseas season flu,91,16,0,0,0,1,1,1,1,4
0.0,video show paramilitari forc unit take charg mumbai control lockdown situat,97,15,0,0,0,1,1,1,1,4
0.0,china benefit financi new coronavirus,49,6,0,0,0,1,1,1,1,4
0.0,advisori issu state polic telangana india instruct peopl vigil possibl increas theft covid19 crisi countri,179,29,0,0,0,1,1,1,1,4
0.0,video theori coronavirus antiquarantin march obelisk bueno air argentina,118,17,0,0,0,1,1,1,1,4
0.0,elect year diseas sar 2004 avian flu 2008 swine flu 2010 mer 2012 ebola 2014 2018 zika 2016 coronavirus 2020,170,34,0,0,0,1,1,1,1,4
0.0,transport patient peopl wear facial mask violat safeti measur,88,13,0,1,1,0,0,0,0,0
0.0,truck carri dead bodi patient pass away coronavirus,80,13,0,0,0,1,1,1,1,4
0.0,indian rule parti bjprun state manipur india coronavirus free state,85,12,0,0,0,1,1,1,1,4
0.0,antichines protest itali covid19,59,10,0,0,0,1,1,1,1,4
0.0,photo peopl lie ground middl street alleg china,93,17,0,0,0,1,1,1,1,4
0.0,new case covid19 sacedón spain,52,10,0,0,0,1,1,1,1,4
1.0,texa lt gov import thing live dan patrick call socialdistanc measur eas state amid coronavirus pandem correct attribut,209,30,0,0,0,1,1,1,1,4
0.0,map show 5g antenna itali accompani claim relat coronavirus pandem,110,18,0,0,0,1,1,1,1,4
0.0,dr vandana tiwari team investig identifi attende tablighi jamaat up bareilli attack succumb injuri today,172,27,0,0,0,1,1,1,1,4
0.0,franc state pay 46 billion year armi 1 billion inhabit health,107,20,0,0,0,1,1,1,1,4
0.0,corona beer sale drop sharpli fear coronavirus trope suggest peopl dumb think beer virus relat play news report fals,202,35,0,0,0,1,1,1,1,4
0.0,new coronavirus caus sudden death syndrom,52,7,0,0,0,1,1,1,1,4
0.0,bollywood superstar aamir khan donat rs15000 poor slum dweller kg wheat flour packet,106,17,0,0,0,1,1,1,1,4
0.0,elisa granato 32yearold woman vaccin covid19 die,80,12,0,0,0,1,1,1,1,4
0.0,screenshot articl link coronavirus 5g dutch news medium de telegraaf alledg publish delet,141,22,0,0,0,1,1,1,1,4
0.0,video show german convert islam larg number,68,11,0,1,1,0,0,0,0,0
0.0,hospit madrid remov artifici respir admit coronavirus older 65 year use younger patient,144,21,0,0,0,1,1,1,1,4
0.0,video lockdown lift celebr saudi arabia,57,9,0,0,0,1,1,1,1,4
0.0,maintain alkalin state bodi avoid contagion,68,12,0,0,0,1,1,1,1,4
0.0,claim noam chomski assur new coronavirus creat unit state start bacteriolog war,123,20,0,0,0,1,1,1,1,4
0.0,coronavirus outbreak georgia caus eugeorgia associ agreement,87,12,0,0,0,1,1,1,1,4
0.0,indian govern provid internet citizen amid covid19 lockdown,79,11,0,0,0,1,1,1,1,4
0.0,video show indian polic frighten disobey lockdown measur put peopl ambul covid19 patient,143,23,0,0,0,1,1,1,1,4
0.0,lotteri employe record steal covid19 emerg feder aid client brazil,92,13,0,0,0,1,1,1,1,4
0.0,castilla lamancha prohibit use adapt dive mask patient covid19,88,13,0,0,0,1,1,1,1,4
0.0,15 minor admit covid19 infanta sofía hospit madrid talavera hospit,129,21,0,0,0,1,1,1,1,4
0.0,sandcov highway dubai covid19 pandem definit difficult photograph place doesnt exist fals,155,22,0,0,0,1,1,1,1,4
0.0,viral whatsapp audio messag claim presid buhari chief staff flew countri coronavirus treatment,127,20,0,0,0,1,1,1,1,4
0.0,sarscov2 mutat 10 time infecti,56,8,0,1,0,1,1,1,1,4
0.0,fox news won pulitz coronavirus coverag,48,7,0,0,0,1,1,1,1,4
0.0,post social media claim patent novel coronavirus european patent vaccin cite specif patent number,144,25,0,0,0,1,1,1,1,4
0.0,imag truck dump fresh tomato field share thousand time multipl sinhalalanguag facebook post suggest show scene sri lanka post claim illustr govern failur help farmer sell produc coronavirus lockdown,312,51,0,0,0,1,1,1,1,4
0.0,chain circul whatsapp say coronavirus virus led believ bacterium amplifi 5g electromagnet radiat produc inflamm hypoxia,231,37,0,0,0,1,1,1,1,4
0.0,steam boil orang kill covid19,43,6,0,0,0,1,1,1,1,4
0.0,iraqi presid saddam hussein talk coronavirus,67,9,1,1,0,1,1,1,1,4
0.0,photo muslim itali pray outsid novel coronavirus,79,12,0,0,0,1,1,1,1,4
0.0,covid19 germani die heart attack cancer anymor,83,14,0,0,0,1,1,1,1,4
0.0,poem written 1869 kathleen omeara predict pandem covid19,77,12,0,0,0,1,1,1,1,4
0.0,remark spanish health offici fernando simón 9 day ago,79,13,0,0,0,1,1,1,1,4
0.0,indonesia prohibit migrant iran itali south korea allow entri chines citizen,109,17,0,0,0,1,1,1,1,4
0.0,covid19 exist accord presid belarus lukashenko measur need polit elit control peopl,150,24,0,0,0,1,1,1,1,4
0.0,smoker better protect coronavirus,50,6,1,1,0,1,1,1,1,4
0.0,pandem happen 100 year,34,5,0,1,1,0,0,0,0,0
0.0,censorship use chloroquin treatment,67,11,0,0,0,1,1,1,1,4
0.0,abasc casado vote fire spanish worker ill covid19,86,15,0,0,0,1,1,1,1,4
0.0,imag peacock gather ootycoimbator road india amid nationwid lockdown,86,12,0,0,0,1,1,1,1,4
0.0,video show black peopl attack asian peopl share thousand time onlin recent week african live china report discrimin link coronavirus pandem,217,32,0,0,0,1,1,1,1,4
0.0,kid get covid19 mexico theyll taken away youll,101,19,0,0,0,1,1,1,1,4
0.0,brazil peopl drive mask given traffic ticket,71,11,0,0,0,1,1,1,1,4
0.0,eucalyptus prevent elimin new coronavirus,54,7,0,0,0,1,1,1,1,4
0.0,black bodi bag refer death new york reason lockdown essenti,96,18,0,0,0,1,1,1,1,4
0.0,coronavirus aid relief econom secur act give member congress pay increas,97,15,0,0,0,1,1,1,1,4
0.0,colombian presid annonc extens lockdown,64,9,0,0,0,1,1,1,1,4
0.0,man serbia broke curfew put tree costum,63,13,0,1,0,1,1,1,1,4
0.0,presid unit state america donald trump test posit covid19,98,16,1,1,0,1,1,1,1,4
0.0,smoke cigarett youll go covid19,57,10,0,0,0,1,1,1,1,4
0.0,mariano rajoy esperanza aguirr christin lagard said pension die world save money,116,18,0,0,0,1,1,1,1,4
0.0,doctor japan advis peopl drink water 15 minut prevent infect,88,15,0,0,0,1,1,1,1,4
0.0,princ charl wale cure coronavirus homeopathi,76,12,0,0,0,1,1,1,1,4
0.0,serbian presid aleksandar vucic claim proport number citizen serbia countri europ number individu test coronavirus,169,25,0,0,0,1,1,1,1,4
0.0,video show pig buri aliv,31,5,0,0,0,1,1,1,1,4
0.0,imag prove coronavirus vaccin anim exist 2001 think complet fool,118,19,0,0,0,1,1,1,1,4
0.0,bus european doctor bring vaccin covid19 dr congo chase away crowd biker near kinshasa,128,22,0,0,0,1,1,1,1,4
0.0,nanci pelosi visit wuhan novemb 2019 pelosi congression deleg china novemb 2015 2019 fals,161,27,0,0,0,1,1,1,1,4
1.0,empir state build display siren light covid19 pandem strang sight strang time true,126,17,0,0,0,1,1,1,1,4
0.0,state florida announc measur workplac 10 employe paid mandatori leav avoid spread covid19 coronavirus start march 6 2020 school close 2 week march 6,252,45,0,0,0,1,1,1,1,4
0.0,french fan cheer joy presid macron announc holiday fight coronavirus,91,13,1,1,0,1,1,1,1,4
0.0,video show evangel pastor offer invis spiritu mask covid19 h1n1 hiv,105,16,0,0,0,1,1,1,1,4
0.0,georg soro own wuxi pharma lab locat wuhan china covid19 develop conveni broke,122,19,0,0,0,1,1,1,1,4
0.0,fennel tea cure coronavirus,37,6,0,0,0,1,1,1,1,4
0.0,venezuelan youtub rubi demestoy talk event 201 bill gate vih sar conspiraci,100,15,0,0,0,1,1,1,1,4
0.0,h1n1 lethal covid19 brazil,46,8,0,0,0,1,1,1,1,4
0.0,current coronavirus outbreak movement 5g,67,11,1,1,0,1,1,1,1,4
0.0,valley counti montana mandat pink arm band resid submit quarantin protocol,104,15,0,0,0,1,1,1,1,4
0.0,muslim polic offic beat templ priest break lockdown order india,93,16,0,0,0,1,1,1,1,4
0.0,imag showcas lotus tower claim visibl kurunegala night sky 11th april,101,17,0,0,1,0,0,0,0,0
0.0,nairobi governor mike sonko donat 58 million shill covid19 respons,84,12,0,0,0,1,1,1,1,4
0.0,black peopl resist covid19,45,7,0,0,0,1,1,1,1,4
0.0,messag claim disast manag act dma indian govern updat post coronavirus relat inform social media,171,25,0,0,0,1,1,1,1,4
0.0,video show quarantin patient danc covid19 center mumbai,73,11,0,0,0,1,1,1,1,4
0.0,post coronavirus punish offens disast manag act implement,119,17,0,0,0,1,1,1,1,4
0.0,brothel 86 custom quarantin prostitut test posit coronavirus,100,15,0,0,0,1,1,1,1,4
0.0,hous resolut 6666 provid fund forcibl remov peopl covid19 home dr rashid buttar said,122,19,0,0,0,1,1,1,1,4
0.0,pm modi announc extens allindia lockdown 5420,76,12,0,0,0,1,1,1,1,4
0.0,educ ministri approv exam student spain,69,11,0,0,0,1,1,1,1,4
0.0,singl muslim die coronavirus china,50,9,0,0,0,1,1,1,1,4
0.0,walmart give away 250 free food week support nation mexico,94,18,0,0,0,1,1,1,1,4
0.0,blog publish report claim nigerian presid chief staff dead name sourc dr kemi olunloy,135,22,0,0,0,1,1,1,1,4
0.0,5g antenna instal cali colombia quarantin,65,9,0,0,0,1,1,1,1,4
0.0,vitamin c omega prevent new coronavirus,49,8,0,0,0,1,1,1,1,4
0.0,eat alkalin food effect treatment covid19 sarscov2 surviv ph bodi 55 food iten alkalin ph orang lemon avocado pineappl mango garlic,221,36,0,0,0,1,1,1,1,4
0.0,actor vijay donat 3 billion 300 crore rupe coronavirus relief,73,11,0,0,0,1,1,1,1,4
0.0,philippin vice presid leni robredo say bat virus enemi,83,13,0,0,0,1,1,1,1,4
0.0,photograph circul facebook purport screenshot tv news report show crowd beach south africa lockdown,148,25,0,0,0,1,1,1,1,4
0.0,polic offic são paulo rescu mother buri aliv,91,17,0,0,0,1,1,1,1,4
0.0,alkalin diet protect coronavirus,48,6,0,0,0,1,1,1,1,4
0.0,martial law immin unit state,42,7,0,0,0,1,1,1,1,4
0.0,covid19 spare essenti worker,39,5,0,0,0,1,1,1,1,4
0.0,coordin committe expect syria declar countri safe spread covid19 week,123,20,0,1,1,0,0,0,0,0
0.0,medic book state coronavirus common cold,60,10,0,0,0,1,1,1,1,4
0.0,nyt invent video doctor fight coronavirus hospit,69,11,0,0,0,1,1,1,1,4
1.0,trump administr fire pandem respons team new coronavirus spread 2020 concern unit state prepared potenti pandem true,194,29,0,0,0,1,1,1,1,4
0.0,drink water 15 minut avoid coronavirus,51,8,0,0,0,1,1,1,1,4
0.0,claim supermarket worker requir flu vaccin face dismiss,89,14,0,0,0,1,1,1,1,4
0.0,video polic kill covid19 affect peopl china,59,9,0,0,0,1,1,1,1,4
0.0,wife chines shop owner totana murcia spain coronavirus,76,13,0,0,0,1,1,1,1,4
0.0,video show doctor breach candi hospit mumbai claim hold breath longer period discomfort dont coronavirus,168,28,0,0,0,1,1,1,1,4
0.0,spanish ministri interior close madrid,52,8,0,0,0,1,1,1,1,4
0.0,egypt health minist given china vaccin coronavirus,75,11,0,0,0,1,1,1,1,4
0.0,healthi ministri sent email new coronavirus,58,9,0,0,0,1,1,1,1,4
0.0,accord radar box covid19 pandem reduc air traffic brazil africa,93,15,0,0,0,1,1,1,1,4
0.0,whatsapp chain claim consum food high ph help counteract coronavirus increas ph level bodi,141,24,0,0,0,1,1,1,1,4
0.0,japanes govern give 40 mask household free charg,79,13,0,1,1,0,0,0,0,0
0.0,coronavirus die 2627 degre temperatur accord unicef,68,9,0,0,0,1,1,1,1,4
0.0,chines news websit tencent filter 24000 death coronavirus,98,15,0,0,0,1,1,1,1,4
0.0,weight virus caus covid19 085 attogram,59,10,0,1,0,1,1,1,1,4
0.0,satellit imag show high level sulphur dioxid china possibl evid mass cremat peopl die coronavirus,151,23,0,0,0,1,1,1,1,4
0.0,herbal tea cure symptom coronavirus bioterror weapon,84,15,0,0,0,1,1,1,1,4
0.0,footag larg crowd share multipl facebook post claim migrant worker stop delhiuttar pradesh state border india nationwid covid19 lockdown 2020,215,34,0,0,0,1,1,1,1,4
0.0,netflix offer free access quarantin,57,9,0,0,0,1,1,1,1,4
0.0,video muslim fruitvendor spit fruit spread coronavirus,75,12,0,0,0,1,1,1,1,4
0.0,kerala india minist kt jaleel draw salari teacher quit job 14 year ago,111,19,0,0,0,1,1,1,1,4
0.0,accord bbc news screenshot seven coronavirus victim rwanda shot dead unknown gunmen,106,17,0,0,0,1,1,1,1,4
0.0,lockdown polici respons high death rate spain belgium itali franc,96,15,0,0,0,1,1,1,1,4
0.0,list point interview hdfc bank manag director aditya puri state india surviv big post current lockdown covid19,168,29,0,0,0,1,1,1,1,4
0.0,suggest trump urg sick peopl vote covid19 pandem,86,14,0,0,0,1,1,1,1,4
0.0,multipl facebook post share thousand time april 2020 claim pet owner avoid touch anim hand sanitis contain toxic chemic post share peopl world took step minimis spread novel coronavirus caus diseas covid19,325,51,0,0,0,1,1,1,1,4
0.0,gover announc militari lockdown mumbai pune,59,9,0,0,0,1,1,1,1,4
0.0,video unpreced stone rain rome suggest fate procommunist itali,88,14,0,0,0,1,1,1,1,4
0.0,trump campaign video suggest trump travel restrict china save 2 million live,92,13,0,0,0,1,1,1,1,4
0.0,chines patient hiprecis diagnost clinic alabang philippin test posit novel coronavirus 2019 ncov,155,24,0,0,0,1,1,1,1,4
0.0,neem leav popular known mwarubaini swahili cure covid19,78,13,0,0,0,1,1,1,1,4
0.0,video view ten thousand time multipl post twitter weibo claim show banknot print novel coronavirus pandem 2020,185,32,0,0,0,1,1,1,1,4
0.0,rainbow shimmer covid19 disinfect truck china,64,9,0,0,0,1,1,1,1,4
0.0,novel coronavirus surviv 9 day road shoe doctor milan say,108,20,0,1,0,1,1,1,1,4
0.0,hold breath 10 second check infect novel coronavirus,85,15,0,0,0,1,1,1,1,4
0.0,drink hot beverag prevent coronavirus infect,55,6,0,0,0,1,1,1,1,4
0.0,claim india ministri home affair punish offens citizen publish post social media novel coronavirus share repeat facebook twitter whatsapp,217,35,0,0,0,1,1,1,1,4
0.0,covid19 case ethiopia,38,7,0,0,0,1,1,1,1,4
0.0,dexamethason cure covid19,30,3,0,0,0,1,1,1,1,4
0.0,multipl post share pictur handcuf bill gate led away fbi agent alleg billionair arrest biolog terror,164,27,0,0,0,1,1,1,1,4
0.0,say video show chines destroy 5g pole awar thing trigger corona symptom,130,23,0,0,0,1,1,1,1,4
0.0,egyptian doctor invent fluid treat coronavirus,59,9,0,0,0,1,1,1,1,4
0.0,councilor podemo canari island tweet useless elder dead left street,128,22,0,0,0,1,1,1,1,4
0.0,rodrigo maia presid lower hous congress brazil vote law forbid presid close border,127,22,0,0,0,1,1,1,1,4
0.0,florida ban alcohol sale coronavirus,52,8,0,0,0,1,1,1,1,4
0.0,high death rate itali peopl take ibuprofen,60,11,0,0,0,1,1,1,1,4
0.0,press releas movement restrict covid19 outbreak nation secur council pmo india,103,14,0,0,0,1,1,1,1,4
0.0,say michigan covid19 order ban garden sale veget seed fruit,87,14,0,0,0,1,1,1,1,4
0.0,photo old italian man cri health improv,62,11,0,1,1,0,0,0,0,0
0.0,donald trump claim usa test countri combin,86,14,0,0,0,1,1,1,1,4
0.0,video stonepelt peopl health offici went trace nizamuddin guy indor mp,104,17,0,0,0,1,1,1,1,4
0.0,coronavirus belarus quarantin,76,13,0,0,0,1,1,1,1,4
0.0,facebook post share thousand time claim center diseas control prevent lie number death caus covid19 combin count pneumonia influenza fatal,214,34,0,0,0,1,1,1,1,4
0.0,nyc mayor rudolph giuliani said bought 2m share novarti primari supplier hydroxychloroquin earli februari,138,21,0,0,0,1,1,1,1,4
0.0,depart health england need consent famili releas inform deceas relat,111,16,0,0,0,1,1,1,1,4
0.0,video post claim covid19 infect identifi hold breath 10 second,96,15,0,0,1,0,0,0,0,0
0.0,cov 19 found inscrib circuit board 5g mast,63,13,0,0,0,1,1,1,1,4
0.0,msnbc actual said air hope peopl die coronavirus harm trump reelect,108,17,0,0,0,1,1,1,1,4
0.0,viral video show men assault policeman share claim agripada mumbai indiaa,128,22,0,0,0,1,1,1,1,4
0.0,costco issu recal notic toilet paper covid19 hasnt infect entir popul mania buy bathroom tissu appar fals,175,26,0,0,0,1,1,1,1,4
0.0,drink water keep throat moist prevent novel coronavirus attach throat,110,17,0,0,0,1,1,1,1,4
0.0,council higher educ turkey announc spring term,87,14,0,1,0,1,1,1,1,4
